Skin	Heart	Brain	Muscle	Spleen	Adipose	Thyroid	Colon	Lung	Liver	Pituitary	Adrenal
APEX1	0	0	0	0	0	-1	0	0	0	0	0	0
TRPM4	0	0	0	0	1	0	0	0	0	0	0	0
MRGPRF	0	0	0	0	0	0	0	0	0	0	1	0
TRIM65	0	0	0	0	0	0	0	0	0	0	0	1
ZFYVE1	0	0	0	0	1	1	0	0	0	0	0	0
CSAD	0	0	0	0	0	0	0	0	0	1	0	0
FADS6	0	0	0	0	0	0	0	0	0	0	1	0
GPRC5C	0	0	0	0	0	0	0	0	0	0	1	0
GLMN	0	0	0	0	0	0	0	0	0	0	-1	0
NAGK	0	0	0	0	1	0	0	0	0	0	0	0
EPC2	0	0	0	0	0	0	0	0	0	0	-1	0
IQSEC2	0	0	0	0	0	1	0	0	0	0	0	1
SKAP1	0	0	0	0	0	1	0	0	0	0	0	0
GPBP1L1	0	0	0	0	0	0	0	0	0	0	-1	0
ETHE1	0	0	0	0	1	0	0	0	0	0	0	0
METRN	0	0	0	0	1	0	0	0	0	0	1	0
SNAI1	0	0	0	0	0	-1	-1	0	0	0	0	0
RASAL1	0	0	1	0	0	0	0	0	0	0	0	0
DCTN4	0	0	0	0	0	0	0	0	0	0	-1	0
SULT2B1	0	0	0	0	0	0	0	0	0	0	1	0
MPC2	0	0	0	0	0	-1	0	0	0	0	0	0
ITIH4	0	0	0	0	0	0	0	0	0	-1	0	0
LMO7	0	0	0	0	0	1	0	0	0	0	0	0
NFATC2	0	0	0	1	0	0	0	0	0	0	0	0
ITPKB	0	0	0	0	0	0	0	0	1	0	0	0
XPO4	0	0	0	0	0	0	0	0	0	0	0	-1
CASC3	0	0	0	0	0	0	0	0	0	0	-1	0
DLX6	0	0	1	0	0	0	0	0	0	0	0	0
ARMC1	0	-1	0	0	0	0	0	0	0	0	-1	0
SLC4A11	0	0	0	0	0	0	0	0	0	0	0	1
PTAFR	0	0	0	0	0	0	0	0	-1	0	0	0
LRWD1	0	0	0	0	0	0	0	0	0	0	0	1
EI24	1	-1	0	0	0	0	0	0	0	0	0	0
TARBP2	0	0	0	0	0	0	0	0	-1	0	0	0
C1QTNF4	0	0	1	0	0	0	0	0	0	0	1	0
C1orf112	0	0	0	0	0	-1	0	0	0	0	0	0
ANO5	0	0	0	1	0	0	1	0	0	0	0	0
TMED2	0	0	0	0	0	-1	0	0	0	0	0	0
ANXA6	-1	0	0	0	0	0	0	0	0	0	0	0
ZPR1	0	0	0	-1	0	0	0	0	0	0	0	0
BCL2L11	0	1	0	0	0	0	0	0	0	0	0	0
GABRB2	0	0	-1	0	0	0	0	0	0	0	0	0
PKDCC	0	0	0	0	0	0	0	0	-1	0	0	0
PLEKHG2	0	0	0	0	0	0	0	0	0	0	1	0
PLCG2	0	0	0	0	0	1	0	0	0	0	0	0
RCHY1	0	0	0	0	0	0	0	0	0	1	0	0
SYTL4	0	0	0	0	0	0	0	0	1	0	0	0
SHD	0	0	0	0	1	0	0	0	0	0	0	0
SLC30A6	0	0	0	0	0	0	0	0	0	0	-1	0
WIZ	0	0	0	0	1	0	0	0	0	0	0	0
FKBP8	0	0	0	0	1	0	0	0	0	0	0	0
ANKH	0	0	0	1	0	0	0	0	0	0	0	0
IL17RC	0	0	0	0	0	0	0	0	0	0	0	1
RNF38	0	0	0	0	0	1	0	0	0	0	0	0
CORO1B	0	0	0	0	0	0	-1	0	0	0	0	0
GLIS1	-1	0	0	0	0	0	0	0	0	0	0	0
NAP1L5	0	0	0	0	0	0	0	0	0	0	0	-1
TMEM160	0	0	1	0	0	0	0	0	0	0	0	0
CCL28	0	0	0	0	0	0	0	1	0	0	0	0
CAPN3	0	0	0	1	-1	0	0	0	-1	0	0	0
MSN	0	0	0	0	0	0	0	0	0	0	1	0
LRSAM1	0	0	0	0	0	0	0	0	0	0	0	1
MAP6D1	0	0	0	0	0	-1	0	0	0	0	0	0
RPS6KA2	0	0	0	1	0	0	0	0	0	0	0	0
BPNT1	0	0	0	0	-1	0	0	0	0	0	0	0
CIB1	0	0	0	0	0	0	0	0	0	0	1	0
NUP160	0	0	0	0	0	-1	0	0	0	0	-1	0
DAP3	0	0	0	0	0	-1	0	0	0	0	0	0
SMARCA2	0	0	0	1	0	0	0	0	0	0	0	0
BZW2	0	0	0	0	0	0	0	0	0	0	0	-1
STAB1	-1	0	0	0	0	0	0	0	0	0	0	0
CCHCR1	0	0	0	0	0	1	0	0	0	0	1	0
TXNIP	0	0	0	0	0	0	-1	0	0	0	0	1
HIP1R	0	0	0	0	0	0	0	0	0	-1	0	0
FZD7	0	0	0	0	0	1	0	0	0	0	1	0
NCKAP5L	0	0	0	0	1	0	0	0	0	0	0	0
TXNRD3	0	0	0	0	0	0	1	0	0	0	0	0
ARRB2	-1	0	0	0	0	0	-1	0	0	0	0	0
FAM120A	0	0	0	0	0	-1	0	0	0	0	0	0
PPFIBP2	0	0	0	0	0	0	0	0	0	0	1	1
SMIM24	0	0	0	0	0	0	-1	0	0	0	0	0
TMCC1	0	0	0	0	0	0	1	0	0	0	0	0
ZNF219	0	0	0	0	0	0	0	0	0	0	0	1
PC	0	0	0	0	0	-1	0	0	0	0	0	0
MRPL34	0	0	0	0	0	-1	0	0	0	0	0	0
IL7R	0	0	0	0	0	1	0	0	0	0	0	0
UQCRQ	1	0	0	1	0	0	0	0	0	0	0	0
PRCD	0	0	0	0	0	0	0	0	0	0	1	0
SMIM14	0	0	0	0	-1	0	0	0	0	0	0	0
CD37	0	0	0	0	0	0	-1	0	0	0	0	0
SLC43A3	0	0	0	0	1	0	0	0	0	0	0	0
RAPGEF4	0	0	0	0	-1	0	0	0	0	0	0	0
SH2B2	0	0	0	0	0	0	0	0	0	0	1	0
FBXW7	0	0	0	0	0	0	0	0	1	1	0	0
CEP120	0	0	0	0	-1	0	0	0	0	0	0	0
MAP3K14	0	0	0	-1	0	0	0	0	0	0	0	0
LSS	0	0	0	0	0	0	0	0	-1	0	0	0
RGL3	0	0	0	0	0	0	0	-1	0	-1	0	0
MEN1	0	0	0	0	0	0	-1	0	0	0	0	0
THEM6	0	0	0	0	0	0	0	0	0	0	0	1
OSGIN1	0	0	0	0	0	0	0	0	0	0	1	0
CLPTM1	0	0	0	0	0	-1	0	0	0	0	0	0
MGST1	0	0	0	0	0	0	0	0	0	0	1	0
FURIN	0	-1	0	0	0	0	0	0	0	0	1	1
ATP6V0B	0	0	0	0	1	0	0	0	0	0	0	0
CSE1L	0	0	0	0	0	-1	0	0	0	0	0	0
SH3PXD2B	0	0	0	0	-1	0	0	0	0	0	0	0
CARF	0	0	0	0	-1	0	0	0	0	0	0	0
KPTN	0	0	0	0	0	0	0	0	0	0	0	1
VLDLR	0	0	0	1	0	0	0	0	0	0	0	0
OFD1	0	0	0	0	0	0	0	0	0	0	-1	-1
CSTF2	1	0	0	0	0	0	0	0	0	0	0	0
AP5S1	0	0	0	0	0	0	1	0	0	0	0	0
LYPD1	0	0	0	0	0	0	0	0	0	0	1	0
VPS26B	0	0	0	0	1	0	0	0	0	0	0	0
NDUFB6	0	0	0	0	0	-1	0	0	0	0	0	0
HLF	0	0	0	1	0	0	0	0	0	0	0	0
FECH	0	0	0	1	1	0	0	0	0	0	0	0
GSAP	0	0	0	0	0	0	0	0	0	0	-1	0
ZBTB7B	0	0	0	0	1	0	0	0	0	0	0	0
NCK1	0	0	0	0	0	0	0	0	0	0	-1	0
GPR174	0	0	0	0	0	0	0	1	0	0	0	0
CLEC5A	0	0	0	0	0	0	0	0	-1	0	0	0
LYVE1	-1	0	0	0	0	0	0	0	0	0	0	0
HTRA3	0	0	0	0	0	0	0	0	0	0	1	1
PYGL	0	0	0	0	0	-1	0	0	0	0	0	0
FOXK1	0	0	0	0	-1	0	0	0	0	0	0	0
KDM2A	0	0	0	0	0	0	0	1	0	0	0	0
SH3RF2	0	1	0	0	0	0	0	0	0	0	0	0
LAX1	0	0	0	0	0	0	0	1	0	0	0	0
YPEL4	0	0	0	0	0	0	-1	0	0	0	-1	0
KANSL1	0	0	0	0	0	0	0	0	0	0	0	1
SERPING1	0	0	0	0	0	0	-1	0	0	0	1	0
PEA15	0	0	0	0	0	0	0	0	0	0	1	0
CERS6	0	0	0	0	0	0	0	0	0	0	0	-1
SEMA4A	0	0	0	0	0	0	0	0	0	0	1	0
YBEY	0	0	0	0	0	-1	0	0	0	0	0	0
SLC27A4	1	0	1	-1	0	0	0	0	0	0	0	0
SPATA24	0	0	0	1	0	0	0	0	0	0	0	0
JMJD6	0	0	0	-1	0	0	0	0	0	0	0	0
LOXL1	0	0	0	-1	0	0	0	0	0	0	0	0
WNT11	0	0	0	0	0	1	0	0	0	0	0	0
SNX20	0	0	0	0	0	0	-1	0	0	0	0	0
FITM2	0	0	0	0	0	0	0	0	0	0	-1	0
PANX1	0	0	0	0	0	-1	0	0	0	0	0	0
SELL	0	0	0	0	0	0	-1	1	0	0	0	0
GALK1	0	0	0	0	0	0	0	-1	0	0	0	1
C8A	0	0	0	0	0	0	0	0	0	1	0	0
FCRL5	0	0	0	0	0	0	0	1	0	0	0	0
SMIM12	0	0	0	0	0	-1	0	0	0	0	0	0
ITGAX	-1	0	0	0	0	0	0	0	0	0	0	0
BEGAIN	0	0	0	0	0	0	0	0	0	0	1	0
TPD52L2	0	0	0	0	1	0	0	0	0	0	0	0
PACS2	0	0	0	0	0	1	0	0	0	0	0	0
YOD1	0	0	0	0	0	0	0	0	0	0	-1	0
MIB1	0	0	0	0	0	0	0	0	0	0	-1	0
EIF1AX	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1
CCDC17	0	0	0	0	0	0	-1	0	0	0	0	0
CBFA2T3	-1	0	0	0	0	0	0	0	0	0	0	0
TAF5	0	0	0	0	0	0	0	0	0	0	-1	0
NEU3	0	0	0	1	0	0	0	0	0	0	0	0
CWC25	0	0	0	0	0	0	0	0	1	0	0	0
PLIN5	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A7	0	1	0	0	1	0	0	0	0	0	1	0
ELOVL5	0	0	0	0	-1	0	0	0	0	0	0	0
TM7SF3	0	0	0	0	0	1	0	0	0	0	0	0
COASY	0	0	0	0	0	-1	0	0	0	0	0	0
CYBRD1	0	0	0	0	0	0	0	0	0	0	1	0
FAM107A	0	0	0	0	0	0	0	-1	0	0	0	0
TNFAIP3	0	0	0	0	0	0	0	0	0	0	1	0
ENAH	1	0	0	0	0	0	0	0	0	0	0	0
CDR2L	0	0	0	0	1	0	0	0	0	0	0	0
TGFB1	0	0	0	0	0	0	0	0	0	0	1	0
MGARP	0	0	0	0	0	0	0	0	0	0	1	0
FN3K	0	0	0	0	0	0	0	-1	0	0	0	0
RNF145	0	0	0	0	-1	0	0	0	0	0	0	0
GFM1	1	0	0	0	0	0	0	0	0	0	0	0
SYT5	0	0	0	0	0	0	0	-1	0	0	0	0
ADSS	0	0	0	0	-1	0	0	0	0	0	0	0
SMIM3	0	0	0	0	0	0	0	-1	0	0	1	0
SLC16A3	0	0	0	0	0	0	0	0	0	0	1	0
HACD2	0	-1	0	-1	0	0	0	0	0	0	0	0
SH2D2A	0	0	0	0	0	0	0	1	0	0	0	0
NAIF1	0	0	0	0	0	0	0	0	0	0	0	1
AIFM2	0	0	0	0	0	0	0	0	0	0	1	0
KIF20A	1	0	0	0	0	0	0	0	0	0	0	0
RAPH1	0	-1	0	1	0	0	0	0	0	0	0	0
RNF130	-1	0	0	0	0	0	0	-1	0	0	0	0
TAB1	0	0	0	0	0	0	0	0	0	0	0	1
CCDC93	0	0	0	0	0	0	0	0	0	0	-1	0
CNOT4	0	0	0	0	0	0	0	0	1	0	0	0
SHE	0	0	0	0	0	1	0	0	0	0	0	0
MAP3K11	0	0	0	0	1	0	0	0	0	0	0	0
DNAJA4	0	0	0	0	1	0	0	0	0	0	0	0
BCAP31	0	-1	0	0	0	0	0	0	0	0	0	0
MYPOP	0	0	0	0	0	0	0	-1	0	0	0	1
CADM1	0	0	0	0	0	-1	0	0	0	0	0	0
CMYA5	0	0	0	0	0	0	0	0	1	0	0	0
DCLRE1C	0	0	0	0	0	0	-1	0	0	0	0	0
TMEM74	0	0	0	0	0	0	0	0	0	0	-1	0
HSPA9	0	0	0	0	0	-1	0	0	0	0	0	0
PRKCQ	0	0	0	0	0	1	0	0	0	0	0	0
ANKRD13B	0	0	0	0	0	0	0	0	0	-1	0	0
HDLBP	1	0	0	0	0	0	0	0	0	0	0	0
GLT1D1	1	0	0	0	0	0	0	0	0	0	0	0
C11orf71	0	0	0	0	0	0	0	0	0	1	0	-1
RRP9	0	0	0	0	0	-1	0	0	0	0	0	0
ARHGAP1	0	0	0	0	0	0	0	0	0	0	0	1
ADAM11	0	0	0	0	0	1	0	0	0	0	0	0
MRPS12	0	0	0	0	0	-1	0	0	0	0	0	0
RUSC2	-1	0	0	0	0	0	0	0	0	0	0	0
PLAG1	0	0	0	0	0	0	0	-1	0	0	0	0
ATPIF1	1	0	0	1	0	0	0	0	0	0	0	0
AASDHPPT	0	0	0	0	0	-1	0	0	0	0	0	0
PIK3R1	-1	0	0	0	0	0	0	0	0	0	0	0
ABI2	0	0	0	1	0	0	0	0	0	0	0	0
ST6GALNAC6	-1	0	0	0	0	0	0	0	0	0	1	0
RAD23A	0	0	0	0	1	-1	0	0	0	0	0	0
LYN	0	0	0	0	0	0	0	0	0	0	0	-1
MGAT3	0	0	0	0	0	-1	0	0	0	0	0	0
TACO1	0	0	0	0	0	-1	0	0	0	0	0	0
SERINC2	0	0	0	0	0	0	0	0	0	0	1	0
CD63	0	0	0	0	0	-1	0	0	0	0	0	0
GPR15	0	0	0	0	0	0	0	1	0	0	0	0
SYN2	-1	0	0	0	0	0	-1	0	0	0	0	0
ACO2	0	0	0	0	1	0	0	0	0	0	0	0
AGBL5	0	0	0	0	-1	0	0	0	0	0	0	1
ZBTB45	0	0	0	0	1	0	0	0	-1	0	0	0
EGLN3	0	0	0	-1	0	0	0	0	0	0	0	0
CRYBG3	0	0	0	0	0	1	0	0	0	0	0	0
NDUFV1	0	0	0	0	1	0	0	0	0	0	0	0
LIPE	-1	0	0	0	0	0	0	0	0	0	0	0
MATN4	0	0	0	0	0	1	0	0	0	0	0	0
ABCB7	0	0	0	0	0	0	0	0	0	0	-1	0
VPS41	0	0	0	0	0	0	0	0	0	0	0	-1
KCTD14	0	0	0	0	0	0	0	0	0	0	0	1
CDO1	-1	0	0	0	0	-1	0	0	0	0	0	0
IKZF1	-1	0	0	0	0	0	-1	0	0	0	0	0
CLASP1	0	0	0	1	0	0	0	0	0	0	0	0
OLFML2B	0	0	0	0	0	0	0	0	0	0	0	1
MINOS1	1	0	0	0	0	0	0	0	0	0	0	0
MICALL1	0	0	0	0	0	-1	0	0	0	0	0	0
SLC35A1	0	0	0	0	0	0	0	0	0	0	-1	0
BMP2K	0	0	0	0	0	0	0	0	0	0	0	-1
ALDH6A1	0	0	-1	0	0	0	0	0	0	0	0	0
MYCN	0	0	0	0	0	0	0	0	1	0	0	0
PPP4R3B	0	0	0	0	0	0	0	0	0	0	0	-1
CYP39A1	0	0	0	0	0	0	0	0	0	-1	0	0
SLC7A7	-1	0	0	0	0	0	-1	0	0	0	0	0
PALM	0	0	0	0	0	0	0	0	0	0	1	0
SLITRK5	0	0	0	0	0	0	0	0	0	0	-1	0
IRF1	0	0	0	0	0	0	0	0	0	0	0	1
TMEM167A	0	0	0	0	0	-1	0	0	0	0	0	-1
PAPD5	0	0	0	0	0	0	0	0	0	0	-1	0
ST3GAL1	0	0	0	0	0	0	0	0	0	0	0	-1
LMTK2	0	0	0	0	0	0	0	0	0	0	-1	0
ATP6V1G1	0	0	0	0	0	0	0	0	0	0	0	-1
ARSB	0	0	0	0	0	0	0	0	0	1	0	0
PTPN22	-1	0	0	0	0	1	0	0	0	0	0	0
SLC35F2	0	0	0	0	0	0	0	0	0	0	-1	0
CCDC43	0	0	0	1	0	0	0	0	0	0	0	0
FAM222A	0	1	0	0	0	0	0	0	0	0	0	0
RAB44	-1	0	0	0	0	0	0	0	0	0	0	0
RASSF2	0	0	0	0	0	-1	0	0	0	0	1	0
RGS10	-1	0	0	0	0	0	0	0	0	0	0	0
ARG2	-1	0	0	0	0	0	0	0	0	0	0	0
FBXL19	0	0	0	0	1	0	0	0	0	0	0	0
MAPKAPK3	0	0	0	0	0	-1	0	0	0	0	1	0
HTRA4	0	0	0	0	0	0	0	0	-1	0	1	0
PTPRG	0	0	0	0	0	0	0	0	0	1	0	0
NTF4	0	0	0	0	0	0	0	0	-1	0	0	0
FGFR2	0	0	0	0	0	0	0	0	0	0	1	0
SLA	-1	0	0	0	0	0	0	0	0	0	0	0
SPA17	1	0	0	0	0	0	1	0	0	0	0	0
ZNF146	0	0	0	0	0	0	0	0	0	0	-1	0
PTOV1	0	0	0	0	1	0	0	0	0	0	0	0
CACNA2D3	0	0	0	0	0	0	0	0	0	0	0	-1
KDELC2	0	0	0	0	0	0	0	0	0	1	0	0
ZNF202	0	0	0	0	0	-1	0	0	0	0	0	0
PCBP4	0	0	0	0	0	0	0	0	0	0	1	0
FSTL3	-1	0	0	0	0	0	0	0	0	0	0	0
INTS12	0	0	0	0	0	0	0	0	1	0	-1	0
UPK3A	0	0	0	0	0	0	0	0	0	0	1	0
PTK7	0	0	0	0	0	0	0	0	0	0	1	0
ATP2A3	0	0	0	0	0	1	0	0	0	0	0	0
ATP5J	0	0	0	0	0	-1	0	0	0	0	0	0
ETNK1	0	0	0	0	-1	0	0	0	0	0	0	-1
CLINT1	0	0	0	0	0	0	0	0	0	0	-1	0
CBR4	0	0	0	0	0	0	0	0	0	1	-1	0
CHCHD1	0	0	0	0	0	-1	0	0	0	0	0	0
PMVK	1	0	0	0	0	0	0	0	0	0	0	0
PPARGC1B	0	0	0	0	0	-1	0	0	0	0	0	0
SNRPD1	0	0	0	0	0	-1	0	0	0	0	0	0
ADGRG5	0	0	0	0	0	0	-1	0	0	0	0	0
KAZALD1	1	0	0	0	0	0	0	0	0	0	0	0
PDPK1	0	0	0	-1	0	0	0	0	0	0	0	0
BAG3	0	0	-1	0	0	0	0	0	0	0	0	0
IL16	-1	0	0	0	0	0	0	0	0	0	0	0
HRASLS	0	0	0	1	0	0	0	0	0	0	0	0
LRRC25	0	0	0	0	0	0	-1	0	0	0	0	0
IL4R	0	0	0	0	0	0	0	0	0	0	1	0
ELOVL1	0	0	0	0	1	0	0	0	0	0	0	0
AGRN	0	0	0	0	0	0	0	0	0	0	0	1
CFAP100	0	0	0	0	0	0	0	0	0	0	1	0
C3orf62	0	0	0	0	0	0	0	0	0	0	0	-1
FAS	0	0	0	0	0	1	0	0	0	-1	1	0
C5orf51	0	0	0	0	0	0	0	0	0	0	-1	0
KAT2B	0	0	0	0	0	1	0	0	0	0	0	0
ERRFI1	0	0	0	-1	0	0	0	0	0	0	0	0
NPEPL1	0	0	0	0	0	0	0	0	0	0	0	1
NAT8L	0	0	0	0	0	0	0	0	0	0	1	0
TMEM52	0	0	0	0	0	0	0	0	0	0	1	0
NOL4	0	0	0	0	0	0	1	0	0	0	0	0
MTA2	0	0	0	0	1	0	0	0	0	0	0	0
OTUD6B	0	0	0	0	0	0	0	0	0	0	-1	0
IFFO1	0	0	0	0	0	1	0	0	0	0	0	1
DOK1	0	0	0	0	0	0	-1	0	0	0	1	0
ZMAT3	0	0	0	0	0	0	0	0	1	0	0	0
SLC16A10	0	0	0	0	1	0	0	0	0	0	0	0
MBD6	0	0	0	0	0	0	0	0	0	0	0	1
FLOT1	0	0	0	0	0	0	0	0	0	0	0	1
FARSB	0	0	0	0	0	-1	0	0	0	0	0	-1
ARHGAP21	0	0	0	0	0	1	0	0	0	0	0	0
CEP85L	0	0	0	0	-1	0	0	0	0	0	0	0
CEP76	1	0	0	0	0	0	0	0	0	0	0	0
TAP1	0	0	0	0	0	0	0	0	0	0	0	1
USP34	0	0	0	0	-1	0	0	0	0	0	0	0
CSRP2	0	0	0	0	0	0	-1	0	0	0	1	0
SLC35F1	0	0	0	0	0	0	0	0	0	0	-1	0
ABCA9	-1	0	0	0	0	0	0	0	0	0	0	0
PELI3	0	0	0	0	0	0	0	0	0	0	0	1
WIPI1	0	0	-1	1	0	0	0	0	0	0	0	0
HES2	1	0	0	0	0	0	0	0	0	0	0	0
TMEM67	0	1	0	0	0	0	0	0	0	0	0	0
BPTF	0	0	0	0	0	0	0	0	0	0	-1	0
SAPCD2	0	0	0	0	0	0	0	0	-1	0	1	0
SIPA1L1	0	0	0	0	0	0	0	0	0	0	0	1
R3HDM2	0	0	0	0	0	0	0	0	0	0	-1	0
PDLIM3	0	0	0	1	0	0	0	0	0	0	0	0
ATPAF1	0	0	0	1	0	0	1	0	0	0	0	0
CEP44	0	0	0	0	0	0	0	0	0	0	-1	0
RALGDS	0	1	0	0	0	0	0	0	0	0	0	0
C1orf27	0	0	0	0	0	0	0	0	0	1	0	0
TUFM	0	0	0	0	0	-1	0	0	0	0	0	0
ADAMTS15	-1	0	0	-1	0	-1	0	0	0	0	0	0
TEAD1	0	0	0	1	0	0	0	0	0	0	0	0
F5	0	0	0	0	0	0	0	0	0	0	1	0
DCN	0	0	0	0	0	0	0	0	1	0	1	0
BCAS1	0	0	0	0	0	0	0	1	0	0	0	0
AKAP11	0	0	0	0	0	0	0	0	0	0	-1	0
RILPL2	0	0	0	0	0	0	0	0	0	0	0	1
SLC9A3R1	0	0	0	0	0	0	0	0	0	0	1	0
TRIB3	0	0	0	0	1	0	0	0	0	0	0	0
COG1	0	0	0	0	0	1	0	0	0	0	0	0
ESPN	0	0	0	0	0	0	0	0	0	0	1	0
KCNJ2	0	0	0	0	0	0	0	0	0	0	1	0
HEXDC	0	0	0	0	0	0	0	0	0	0	0	1
C1QC	0	0	0	-1	0	0	0	0	0	0	0	0
PSMD12	1	0	0	0	0	-1	0	0	0	0	0	-1
SLC26A2	0	0	0	0	0	-1	0	0	0	0	0	0
DCLRE1B	0	0	0	0	0	0	0	0	0	0	0	1
RRM1	0	0	0	0	0	-1	0	0	0	0	0	0
SDCCAG8	0	0	0	0	0	1	0	0	0	0	0	0
KDM5C	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
CD79B	0	0	0	0	0	0	0	1	0	0	0	0
CHRNA9	0	0	0	0	0	0	0	0	0	0	-1	0
ARHGAP22	0	0	0	0	0	0	0	0	-1	0	0	0
ZBTB42	0	0	0	0	0	-1	0	0	0	0	0	0
COL16A1	0	0	0	-1	0	0	0	0	0	0	0	0
LMO2	0	0	0	0	0	0	0	0	0	0	1	0
GADD45GIP1	0	0	0	0	0	-1	0	0	0	0	0	0
EMILIN2	0	0	0	0	0	0	1	0	0	0	0	0
MLLT6	0	0	0	0	0	1	0	0	0	0	0	0
SCN3A	0	0	0	0	0	0	0	0	0	0	-1	0
P2RX6	0	1	0	0	0	0	0	0	0	0	0	0
PLEKHH3	0	0	0	0	1	0	0	0	0	0	0	0
RELT	0	0	0	0	1	0	0	0	0	0	1	0
CAPN15	0	0	0	-1	0	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	-1	0	0	0	0	0
DLG2	0	0	0	0	-1	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	1	0	0
NPTX2	0	0	0	0	0	0	-1	0	0	0	0	-1
RPS4X	0	-1	0	0	-1	-1	0	-1	0	0	-1	0
HHAT	1	0	0	0	0	1	0	0	0	0	0	0
MED1	0	0	0	0	0	0	0	0	0	0	-1	0
LYPD6B	0	0	0	0	0	0	0	0	0	0	1	0
FBXL17	0	0	0	0	0	0	1	0	0	0	0	0
HAT1	0	0	0	0	0	-1	0	0	0	0	0	0
CSF1	0	0	0	0	0	0	0	0	0	-1	0	0
DPT	-1	0	0	0	0	0	0	0	0	0	0	0
UACA	0	0	0	0	0	0	0	-1	0	0	0	0
TXNRD2	0	0	0	0	1	0	0	0	0	0	0	0
KLHL28	0	0	0	0	0	0	0	1	0	0	-1	0
LGI2	0	0	0	0	0	-1	0	0	0	0	0	0
ESYT1	0	0	0	0	0	0	0	0	0	0	0	1
PAM	0	0	0	0	0	1	0	0	0	0	0	0
TGFBR3	0	0	0	-1	0	-1	0	0	0	0	0	1
ACOT11	0	0	0	0	0	0	0	0	0	0	1	0
YARS2	0	0	0	0	0	0	0	0	0	0	-1	0
OXR1	0	0	0	0	-1	0	0	0	0	0	0	0
CCDC47	0	0	0	0	0	-1	0	0	0	0	0	0
ADIPOR1	0	0	0	1	0	0	0	0	0	0	0	0
DCXR	-1	0	0	0	0	0	0	0	0	0	0	0
AGFG2	0	0	0	0	0	0	0	0	0	0	0	1
MAP1B	0	0	0	0	0	0	0	0	0	0	1	0
BNC1	0	0	0	0	0	1	0	0	0	0	0	0
POLR3E	0	0	0	0	0	0	0	0	0	0	-1	0
IL17B	1	0	0	0	0	0	0	0	0	0	0	0
SYNPO2L	0	0	0	1	0	0	0	0	0	0	0	0
CACNB2	0	0	-1	0	0	0	0	0	0	0	0	0
PNLDC1	0	0	0	0	0	0	0	0	0	0	1	0
PIM1	0	0	0	0	0	-1	-1	0	0	0	0	0
PMM1	0	0	0	0	0	0	-1	0	0	0	0	0
SH3KBP1	0	0	0	0	-1	0	0	0	0	0	0	0
ENO3	0	0	1	0	0	0	0	0	0	0	0	0
MRC1	-1	0	0	0	0	0	0	0	0	0	0	0
ADCY3	-1	0	0	0	0	0	0	0	0	0	1	0
NR3C2	0	0	-1	0	0	0	0	0	0	0	0	0
LTBP4	0	0	0	0	0	0	0	0	0	0	1	0
EIF2S1	0	0	0	0	0	-1	0	0	0	0	0	-1
ZNF407	0	0	0	0	0	0	1	1	0	1	0	0
LRIG2	0	0	0	0	0	0	0	1	0	0	0	0
CXCL14	0	0	0	0	0	0	0	0	0	0	0	1
CARHSP1	0	0	0	0	1	0	0	0	0	0	1	0
CLASRP	0	0	1	0	0	0	0	0	0	0	0	0
PPP1R13B	1	0	0	0	0	0	0	0	0	0	0	0
HSD17B7	1	0	0	0	-1	0	0	0	0	0	0	0
NUDT19	0	0	0	1	0	0	0	0	0	0	0	0
CAPN12	0	0	0	0	0	0	-1	0	0	0	0	0
PHAX	0	0	0	0	0	0	0	0	0	0	-1	0
C1orf198	0	0	0	-1	0	0	0	0	0	0	0	0
SPTBN4	0	0	0	0	0	0	1	0	0	0	0	0
ADAMTSL3	0	0	0	0	0	0	0	0	0	0	1	0
METRNL	0	0	1	-1	0	0	0	0	0	0	1	0
LGALS3	0	0	0	0	0	0	0	0	0	0	1	0
HIC1	0	0	0	0	1	0	0	0	0	0	1	0
TNIP1	0	0	0	0	0	0	0	0	0	0	0	1
TP53I13	0	0	0	-1	0	0	0	0	0	0	0	0
GGPS1	0	0	0	0	0	0	0	0	0	0	-1	0
TTYH2	-1	0	0	0	0	0	0	0	0	0	1	0
SDK2	0	0	0	0	0	0	0	0	0	0	1	0
RNF126	0	0	1	0	0	0	0	0	0	0	0	0
SH3GL3	0	0	0	0	0	0	0	0	0	0	0	-1
SLC16A6	0	0	0	0	0	-1	0	0	-1	0	0	0
CD7	-1	0	0	0	0	0	0	0	0	0	0	0
PDLIM4	-1	0	0	0	0	0	0	0	0	0	0	0
CCAR1	0	0	0	0	0	0	0	0	0	0	-1	0
TMEM37	0	0	0	0	1	0	0	0	0	0	0	0
CDKN1A	0	-1	0	-1	0	0	0	0	0	0	0	0
SNX33	0	1	-1	0	0	0	0	0	0	0	0	1
RELA	0	0	0	0	0	0	0	0	0	0	0	1
CFAP45	1	0	0	0	0	0	0	0	0	0	0	0
EN1	0	0	0	1	0	0	0	0	0	0	0	0
APOD	0	0	0	0	0	0	0	0	0	0	1	0
PHOX2A	0	0	0	0	0	0	0	-1	0	0	0	0
PDLIM5	0	0	0	0	0	0	0	0	0	0	0	-1
