Row.names,Gene.human.stable.ID,Macaque.gene.stable.ID,Mouse.gene.stable.ID,Rat.gene.stable.ID,Dog.gene.stable.ID
NDE1,ENSG00000072864,ENSMFAG00000000424,ENSMUSG00000022678,ENSRNOG00000058007,ENSCAFG00000018722
NDEL1,ENSG00000166579,ENSMFAG00000038556,ENSMUSG00000018736,ENSRNOG00000004139,ENSCAFG00000017078
NDFIP1,ENSG00000131507,ENSMFAG00000039431,ENSMUSG00000024425,ENSRNOG00000013562,ENSCAFG00000006249
NDFIP2,ENSG00000102471,ENSMFAG00000003559,ENSMUSG00000053253,ENSRNOG00000024022,ENSCAFG00000005256
NDN,ENSG00000182636,ENSMFAG00000030109,ENSMUSG00000033585,ENSRNOG00000010146,ENSCAFG00000010134
NDNF,ENSG00000173376,ENSMFAG00000003473,ENSMUSG00000049001,ENSRNOG00000006857,ENSCAFG00000004165
NDRG1,ENSG00000104419,ENSMFAG00000044300,ENSMUSG00000005125,ENSRNOG00000007393,ENSCAFG00000001141
NDRG2,ENSG00000165795,ENSMFAG00000032399,ENSMUSG00000004558,ENSRNOG00000010389,ENSCAFG00000005461
NDRG3,ENSG00000101079,ENSMFAG00000037694,ENSMUSG00000027634,ENSRNOG00000036813,ENSCAFG00000008593
NDRG4,ENSG00000103034,ENSMFAG00000044755,ENSMUSG00000036564,ENSRNOG00000012482,ENSCAFG00000008483
NDST1,ENSG00000070614,ENSMFAG00000031848,ENSMUSG00000054008,ENSRNOG00000019014,ENSCAFG00000023069
NDST3,ENSG00000164100,ENSMFAG00000034323,ENSMUSG00000027977,ENSRNOG00000015781,ENSCAFG00000012299
NDUFA12,ENSG00000184752,ENSMFAG00000037509,ENSMUSG00000020022,ENSRNOG00000007407,ENSCAFG00000006232
NDUFA4L2,ENSG00000185633,ENSMFAG00000031408,ENSMUSG00000040280,ENSRNOG00000031851,ENSCAFG00000000200
NDUFA8,ENSG00000119421,ENSMFAG00000043499,ENSMUSG00000026895,ENSRNOG00000005668,ENSCAFG00000030171
NDUFAF1,ENSG00000137806,ENSMFAG00000041431,ENSMUSG00000027305,ENSRNOG00000005006,ENSCAFG00000009544
NDUFAF2,ENSG00000164182,ENSMFAG00000003670,ENSMUSG00000068184,ENSRNOG00000055079,ENSCAFG00000007163
NDUFAF3,ENSG00000178057,ENSMFAG00000046307,ENSMUSG00000070283,ENSRNOG00000020068,ENSCAFG00000011959
NDUFAF5,ENSG00000101247,ENSMFAG00000044840,ENSMUSG00000027384,ENSRNOG00000004784,ENSCAFG00000005571
NDUFAF6,ENSG00000156170,ENSMFAG00000001562,ENSMUSG00000050323,ENSRNOG00000040040,ENSCAFG00000009419
NDUFAF7,ENSG00000003509,ENSMFAG00000031686,ENSMUSG00000024082,ENSRNOG00000005279,ENSCAFG00000006096
NDUFB10,ENSG00000140990,ENSMFAG00000000484,ENSMUSG00000040048,ENSRNOG00000014568,ENSCAFG00000019476
NDUFB2,ENSG00000090266,ENSMFAG00000038355,ENSMUSG00000002416,ENSRNOG00000026616,ENSCAFG00000003930
NDUFB5,ENSG00000136521,ENSMFAG00000042220,ENSMUSG00000027673,ENSRNOG00000011949,ENSCAFG00000030143
NDUFB6,ENSG00000165264,ENSMFAG00000044612,ENSMUSG00000071014,ENSRNOG00000024539,ENSCAFG00000004456
NDUFB7,ENSG00000099795,ENSMFAG00000043529,ENSMUSG00000033938,ENSRNOG00000028717,ENSCAFG00000016258
NDUFB9,ENSG00000147684,ENSMFAG00000003181,ENSMUSG00000022354,ENSRNOG00000009364,ENSCAFG00000001045
NDUFC1,ENSG00000109390,ENSMFAG00000003866,ENSMUSG00000037152,ENSRNOG00000038218,ENSCAFG00000028661
NDUFS1,ENSG00000023228,ENSMFAG00000039201,ENSMUSG00000025968,ENSRNOG00000011849,ENSCAFG00000013333
NDUFS3,ENSG00000213619,ENSMFAG00000031067,ENSMUSG00000005510,ENSRNOG00000009155,ENSCAFG00000008411
NDUFS4,ENSG00000164258,ENSMFAG00000033089,ENSMUSG00000021764,ENSRNOG00000011383,ENSCAFG00000010200
NDUFS7,ENSG00000115286,ENSMFAG00000002461,ENSMUSG00000020153,ENSRNOG00000024568,ENSCAFG00000019529
NDUFV1,ENSG00000167792,ENSMFAG00000038730,ENSMUSG00000037916,ENSRNOG00000018117,ENSCAFG00000011109
NEB,ENSG00000183091,ENSMFAG00000000188,ENSMUSG00000026950,ENSRNOG00000006783,ENSCAFG00000014144
NECAB1,ENSG00000123119,ENSMFAG00000033460,ENSMUSG00000040536,ENSRNOG00000007256,ENSCAFG00000009026
NECAP1,ENSG00000089818,ENSMFAG00000031784,ENSMUSG00000030327,ENSRNOG00000009236,ENSCAFG00000013930
NECAP2,ENSG00000157191,ENSMFAG00000000197,ENSMUSG00000028923,ENSRNOG00000008427,ENSCAFG00000015895
NEDD1,ENSG00000139350,ENSMFAG00000002214,ENSMUSG00000019988,ENSRNOG00000004011,ENSCAFG00000006509
NEDD4,ENSG00000069869,ENSMFAG00000035679,ENSMUSG00000032216,ENSRNOG00000058898,ENSCAFG00000015977
NEDD4L,ENSG00000049759,ENSMFAG00000032021,ENSMUSG00000024589,ENSRNOG00000017610,ENSCAFG00000000116
NEDD8,ENSG00000129559,ENSMFAG00000033448,ENSMUSG00000010376,ENSRNOG00000019895,ENSCAFG00000012097
NEDD9,ENSG00000111859,ENSMFAG00000042994,ENSMUSG00000021365,ENSRNOG00000014548,ENSCAFG00000009773
NEFH,ENSG00000100285,ENSMFAG00000043930,ENSMUSG00000020396,ENSRNOG00000008716,ENSCAFG00000012243
NEFL,ENSG00000277586,ENSMFAG00000031550,ENSMUSG00000022055,ENSRNOG00000013658,ENSCAFG00000009014
NEFM,ENSG00000104722,ENSMFAG00000044080,ENSMUSG00000022054,ENSRNOG00000013916,ENSCAFG00000009019
NEGR1,ENSG00000172260,ENSMFAG00000034696,ENSMUSG00000040037,ENSRNOG00000021410,ENSCAFG00000020411
NEIL1,ENSG00000140398,ENSMFAG00000046009,ENSMUSG00000032298,ENSRNOG00000018577,ENSCAFG00000018001
NEIL2,ENSG00000154328,ENSMFAG00000027135,ENSMUSG00000035121,ENSRNOG00000010696,ENSCAFG00000007953
NEIL3,ENSG00000109674,ENSMFAG00000002547,ENSMUSG00000039396,ENSRNOG00000011688,ENSCAFG00000008392
NEK1,ENSG00000137601,ENSMFAG00000043975,ENSMUSG00000031644,ENSRNOG00000010418,ENSCAFG00000007650
NEK10,ENSG00000163491,ENSMFAG00000039437,ENSMUSG00000042567,ENSRNOG00000005883,ENSCAFG00000005667
NEK11,ENSG00000114670,ENSMFAG00000041735,ENSMUSG00000035032,ENSRNOG00000042432,ENSCAFG00000006103
NEK2,ENSG00000117650,ENSMFAG00000041966,ENSMUSG00000026622,ENSRNOG00000004487,ENSCAFG00000012136
NEK4,ENSG00000114904,ENSMFAG00000003641,ENSMUSG00000021918,ENSRNOG00000017997,ENSCAFG00000008921
NEK6,ENSG00000119408,ENSMFAG00000043882,ENSMUSG00000026749,ENSRNOG00000010897,ENSCAFG00000020225
NEK7,ENSG00000151414,ENSMFAG00000042183,ENSMUSG00000026393,ENSRNOG00000000657,ENSCAFG00000011330
NEK8,ENSG00000160602,ENSMFAG00000046314,ENSMUSG00000017405,ENSRNOG00000012866,ENSCAFG00000018792
NEK9,ENSG00000119638,ENSMFAG00000037572,ENSMUSG00000034290,ENSRNOG00000058572,ENSCAFG00000017028
NELFA,ENSG00000185049,ENSMFAG00000035742,ENSMUSG00000029111,ENSRNOG00000015474,ENSCAFG00000014927
NELFB,ENSG00000188986,ENSMFAG00000001437,ENSMUSG00000013465,ENSRNOG00000009377,ENSCAFG00000019450
NELFCD,ENSG00000101158,ENSMFAG00000002141,ENSMUSG00000016253,ENSRNOG00000047874,ENSCAFG00000012163
NELFE,ENSG00000204356,ENSMFAG00000036108,ENSMUSG00000024369,ENSRNOG00000000420,ENSCAFG00000000690
NELL1,ENSG00000165973,ENSMFAG00000035840,ENSMUSG00000055409,ENSRNOG00000015675,ENSCAFG00000009933
NELL2,ENSG00000184613,ENSMFAG00000040165,ENSMUSG00000022454,ENSRNOG00000006235,ENSCAFG00000009592
NEMF,ENSG00000165525,ENSMFAG00000005357,ENSMUSG00000020982,ENSRNOG00000056128,ENSCAFG00000014226
NEMP1,ENSG00000166881,ENSMFAG00000001688,ENSMUSG00000040195,ENSRNOG00000046492,ENSCAFG00000000159
NEMP2,ENSG00000189362,ENSMFAG00000030968,ENSMUSG00000043015,ENSRNOG00000012924,ENSCAFG00000009493
NENF,ENSG00000117691,ENSMFAG00000038465,ENSMUSG00000037499,ENSRNOG00000003833,ENSCAFG00000012338
NEO1,ENSG00000067141,ENSMFAG00000014361,ENSMUSG00000032340,ENSRNOG00000006490,ENSCAFG00000017779
NES,ENSG00000132688,ENSMFAG00000025686,ENSMUSG00000004891,ENSRNOG00000018681,ENSCAFG00000016769
NET1,ENSG00000173848,ENSMFAG00000038831,ENSMUSG00000021215,ENSRNOG00000017765,ENSCAFG00000005241
NETO1,ENSG00000166342,ENSMFAG00000032084,ENSMUSG00000050321,ENSRNOG00000014006,ENSCAFG00000000031
NETO2,ENSG00000171208,ENSMFAG00000000612,ENSMUSG00000036902,ENSRNOG00000016245,ENSCAFG00000029426
NEU1,ENSG00000204386,ENSMFAG00000046189,ENSMUSG00000007038,ENSRNOG00000032942,ENSCAFG00000000642
NEU2,ENSG00000115488,ENSMFAG00000036521,ENSMUSG00000079434,ENSRNOG00000016962,ENSCAFG00000030910
NEU3,ENSG00000162139,ENSMFAG00000034589,ENSMUSG00000035239,ENSRNOG00000018106,ENSCAFG00000005455
NEURL1,ENSG00000107954,ENSMFAG00000001140,ENSMUSG00000006435,ENSRNOG00000020339,ENSCAFG00000010460
NEURL1B,ENSG00000214357,ENSMFAG00000045555,ENSMUSG00000034413,ENSRNOG00000027606,ENSCAFG00000016822
NEURL2,ENSG00000124257,ENSMFAG00000045854,ENSMUSG00000039873,ENSRNOG00000015797,ENSCAFG00000009780
NEURL3,ENSG00000163121,ENSMFAG00000040926,ENSMUSG00000047180,ENSRNOG00000015366,ENSCAFG00000006550
NEUROD4,ENSG00000123307,ENSMFAG00000030073,ENSMUSG00000048015,ENSRNOG00000008449,ENSCAFG00000006347
NEUROD6,ENSG00000164600,ENSMFAG00000025612,ENSMUSG00000037984,ENSRNOG00000026055,ENSCAFG00000003122
NEXN,ENSG00000162614,ENSMFAG00000002199,ENSMUSG00000039103,ENSRNOG00000012512,ENSCAFG00000020353
NF1,ENSG00000196712,ENSMFAG00000033978,ENSMUSG00000020716,ENSRNOG00000013780,ENSCAFG00000018592
NF2,ENSG00000186575,ENSMFAG00000003803,ENSMUSG00000009073,ENSRNOG00000007948,ENSCAFG00000012307
NFAM1,ENSG00000235568,ENSMFAG00000002415,ENSMUSG00000058099,ENSRNOG00000022975,ENSCAFG00000000975
NFASC,ENSG00000163531,ENSMFAG00000033112,ENSMUSG00000026442,ENSRNOG00000030515,ENSCAFG00000009901
NFAT5,ENSG00000102908,ENSMFAG00000037197,ENSMUSG00000003847,ENSRNOG00000011879,ENSCAFG00000020254
NFATC1,ENSG00000131196,ENSMFAG00000021920,ENSMUSG00000033016,ENSRNOG00000017146,ENSCAFG00000000011
NFATC2,ENSG00000101096,ENSMFAG00000044962,ENSMUSG00000027544,ENSRNOG00000012175,ENSCAFG00000011625
NFATC2IP,ENSG00000176953,ENSMFAG00000028824,ENSMUSG00000030722,ENSRNOG00000057384,ENSCAFG00000017306
NFATC3,ENSG00000072736,ENSMFAG00000043795,ENSMUSG00000031902,ENSRNOG00000054264,ENSCAFG00000020324
NFATC4,ENSG00000100968,ENSMFAG00000000183,ENSMUSG00000023411,ENSRNOG00000020482,ENSCAFG00000012375
NFE2,ENSG00000123405,ENSMFAG00000044203,ENSMUSG00000058794,ENSRNOG00000036837,ENSCAFG00000030927
NFE2L1,ENSG00000082641,ENSMFAG00000035583,ENSMUSG00000038615,ENSRNOG00000008830,ENSCAFG00000023139
NFE2L2,ENSG00000116044,ENSMFAG00000041108,ENSMUSG00000015839,ENSRNOG00000001548,ENSCAFG00000013506
NFIA,ENSG00000162599,ENSMFAG00000045828,ENSMUSG00000028565,ENSRNOG00000006966,ENSCAFG00000023117
NFIB,ENSG00000147862,ENSMFAG00000037052,ENSMUSG00000008575,ENSRNOG00000009795,ENSCAFG00000001520
NFIC,ENSG00000141905,ENSMFAG00000000744,ENSMUSG00000055053,ENSRNOG00000004505,ENSCAFG00000019246
NFIL3,ENSG00000165030,ENSMFAG00000009757,ENSMUSG00000056749,ENSRNOG00000011668,ENSCAFG00000002169
NFIX,ENSG00000008441,ENSMFAG00000038849,ENSMUSG00000001911,ENSRNOG00000002983,ENSCAFG00000017009
NFKB1,ENSG00000109320,ENSMFAG00000036555,ENSMUSG00000028163,ENSRNOG00000023258,ENSCAFG00000010730
NFKB2,ENSG00000077150,ENSMFAG00000031139,ENSMUSG00000025225,ENSRNOG00000019311,ENSCAFG00000010155
NFKBIA,ENSG00000100906,ENSMFAG00000017605,ENSMUSG00000021025,ENSRNOG00000007390,ENSCAFG00000013418
NFKBIB,ENSG00000104825,ENSMFAG00000036991,ENSMUSG00000030595,ENSRNOG00000020063,ENSCAFG00000005634
NFKBID,ENSG00000167604,ENSMFAG00000036666,ENSMUSG00000036931,ENSRNOG00000025111,ENSCAFG00000006704
NFKBIE,ENSG00000146232,ENSMFAG00000037930,ENSMUSG00000023947,ENSRNOG00000019907,ENSCAFG00000001985
NFKBIL1,ENSG00000204498,ENSMFAG00000038447,ENSMUSG00000042419,ENSRNOG00000000839,ENSCAFG00000030599
NFKBIZ,ENSG00000144802,ENSMFAG00000036738,ENSMUSG00000035356,ENSRNOG00000031163,ENSCAFG00000009634
NFRKB,ENSG00000170322,ENSMFAG00000033711,ENSMUSG00000042185,ENSRNOG00000008278,ENSCAFG00000010199
NFU1,ENSG00000169599,ENSMFAG00000033270,ENSMUSG00000029993,ENSRNOG00000018410,ENSCAFG00000003305
NFX1,ENSG00000086102,ENSMFAG00000038715,ENSMUSG00000028423,ENSRNOG00000009015,ENSCAFG00000001848
NFXL1,ENSG00000170448,ENSMFAG00000039913,ENSMUSG00000072889,ENSRNOG00000058588,ENSCAFG00000001913
NFYA,ENSG00000001167,ENSMFAG00000045942,ENSMUSG00000023994,ENSRNOG00000012702,ENSCAFG00000001580
NFYC,ENSG00000066136,ENSMFAG00000033858,ENSMUSG00000032897,ENSRNOG00000010735,ENSCAFG00000002827
NGB,ENSG00000165553,ENSMFAG00000045727,ENSMUSG00000021032,ENSRNOG00000011719,ENSCAFG00000017168
NGDN,ENSG00000129460,ENSMFAG00000033387,ENSMUSG00000022204,ENSRNOG00000018069,ENSCAFG00000011631
NGEF,ENSG00000066248,ENSMFAG00000031690,ENSMUSG00000026259,ENSRNOG00000016653,ENSCAFG00000011587
NGF,ENSG00000134259,ENSMFAG00000040215,ENSMUSG00000027859,ENSRNOG00000016571,ENSCAFG00000009739
NGFR,ENSG00000064300,ENSMFAG00000044019,ENSMUSG00000000120,ENSRNOG00000005392,ENSCAFG00000016934
NGLY1,ENSG00000151092,ENSMFAG00000046244,ENSMUSG00000021785,ENSRNOG00000006143,ENSCAFG00000005682
NHEJ1,ENSG00000187736,ENSMFAG00000037501,ENSMUSG00000026162,ENSRNOG00000018162,ENSCAFG00000030464
NHLH2,ENSG00000177551,ENSMFAG00000007499,ENSMUSG00000048540,ENSRNOG00000054375,ENSCAFG00000009767
NHLRC1,ENSG00000187566,ENSMFAG00000010699,ENSMUSG00000044231,ENSRNOG00000026286,ENSCAFG00000010151
NHLRC2,ENSG00000196865,ENSMFAG00000038268,ENSMUSG00000025078,ENSRNOG00000016948,ENSCAFG00000011206
NHLRC3,ENSG00000188811,ENSMFAG00000001573,ENSMUSG00000042997,ENSRNOG00000010843,ENSCAFG00000005999
NHS,ENSG00000188158,ENSMFAG00000033586,ENSMUSG00000059493,ENSRNOG00000030759,ENSCAFG00000012783
NHSL1,ENSG00000135540,ENSMFAG00000034365,ENSMUSG00000039835,ENSRNOG00000060603,ENSCAFG00000000275
NID1,ENSG00000116962,ENSMFAG00000026117,ENSMUSG00000005397,ENSRNOG00000002461,ENSCAFG00000011196
NID2,ENSG00000087303,ENSMFAG00000036323,ENSMUSG00000021806,ENSRNOG00000000341,ENSCAFG00000014670
NIF3L1,ENSG00000196290,ENSMFAG00000003012,ENSMUSG00000026036,ENSRNOG00000013446,ENSCAFG00000012006
NIFK,ENSG00000155438,ENSMFAG00000031270,ENSMUSG00000026377,ENSRNOG00000025701,ENSCAFG00000004710
NIM1K,ENSG00000177453,ENSMFAG00000000337,ENSMUSG00000095930,ENSRNOG00000016353,ENSCAFG00000018576
NINJ1,ENSG00000131669,ENSMFAG00000041566,ENSMUSG00000037966,ENSRNOG00000016587,ENSCAFG00000002270
NINJ2,ENSG00000171840,ENSMFAG00000007179,ENSMUSG00000041377,ENSRNOG00000010282,ENSCAFG00000015790
NINL,ENSG00000101004,ENSMFAG00000036364,ENSMUSG00000068115,ENSRNOG00000027747,ENSCAFG00000004400
NIPA1,ENSG00000170113,ENSMFAG00000001691,ENSMUSG00000047037,ENSRNOG00000042702,ENSCAFG00000009750
NIPA2,ENSG00000140157,ENSMFAG00000000201,ENSMUSG00000030452,ENSRNOG00000012690,ENSCAFG00000009743
NIPAL1,ENSG00000163293,ENSMFAG00000003735,ENSMUSG00000067219,ENSRNOG00000025882,ENSCAFG00000031803
NIPAL2,ENSG00000104361,ENSMFAG00000027246,ENSMUSG00000038879,ENSRNOG00000005190,ENSCAFG00000000480
NIPAL3,ENSG00000001461,ENSMFAG00000002140,ENSMUSG00000028803,ENSRNOG00000037165,ENSCAFG00000012956
NIPAL4,ENSG00000172548,ENSMFAG00000029978,ENSMUSG00000020411,ENSRNOG00000006255,ENSCAFG00000017367
NIPBL,ENSG00000164190,ENSMFAG00000041940,ENSMUSG00000022141,ENSRNOG00000056907,ENSCAFG00000018695
NIPSNAP1,ENSG00000184117,ENSMFAG00000041707,ENSMUSG00000034285,ENSRNOG00000008374,ENSCAFG00000012291
NISCH,ENSG00000010322,ENSMFAG00000029268,ENSMUSG00000021910,ENSRNOG00000018823,ENSCAFG00000009389
NIT1,ENSG00000158793,ENSMFAG00000037273,ENSMUSG00000013997,ENSRNOG00000003881,ENSCAFG00000012736
NIT2,ENSG00000114021,ENSMFAG00000038586,ENSMUSG00000022751,ENSRNOG00000027797,ENSCAFG00000009292
NKAIN1,ENSG00000084628,ENSMFAG00000036574,ENSMUSG00000078532,ENSRNOG00000011445,ENSCAFG00000011175
NKAIN2,ENSG00000188580,ENSMFAG00000034602,ENSMUSG00000069670,ENSRNOG00000029608,ENSCAFG00000001026
NKAIN4,ENSG00000101198,ENSMFAG00000003175,ENSMUSG00000027574,ENSRNOG00000031834,ENSCAFG00000012785
NKAP,ENSG00000101882,ENSMFAG00000003304,ENSMUSG00000016409,ENSRNOG00000053813,ENSCAFG00000018433
NKD1,ENSG00000140807,ENSMFAG00000044696,ENSMUSG00000031661,ENSRNOG00000014293,ENSCAFG00000009841
NKD2,ENSG00000145506,ENSMFAG00000046329,ENSMUSG00000021567,ENSRNOG00000016103,ENSCAFG00000010833
NKG7,ENSG00000105374,ENSMFAG00000035342,ENSMUSG00000004612,ENSRNOG00000017749,ENSCAFG00000002845
NKIRAS1,ENSG00000197885,ENSMFAG00000002166,ENSMUSG00000021772,ENSRNOG00000008565,ENSCAFG00000005771
NKIRAS2,ENSG00000168256,ENSMFAG00000031841,ENSMUSG00000017837,ENSRNOG00000018095,ENSCAFG00000032563
NKPD1,ENSG00000179846,ENSMFAG00000024767,ENSMUSG00000060621,ENSRNOG00000043378,ENSCAFG00000004558
NKX2-2,ENSG00000125820,ENSMFAG00000034334,ENSMUSG00000027434,ENSRNOG00000012728,ENSCAFG00000005173
NKX2-3,ENSG00000119919,ENSMFAG00000044388,ENSMUSG00000044220,ENSRNOG00000016656,ENSCAFG00000009469
NKX2-5,ENSG00000183072,ENSMFAG00000034569,ENSMUSG00000015579,ENSRNOG00000020747,ENSCAFG00000031960
NKX3-1,ENSG00000167034,ENSMFAG00000041679,ENSMUSG00000022061,ENSRNOG00000015477,ENSCAFG00000009107
NKX3-2,ENSG00000109705,ENSMFAG00000033223,ENSMUSG00000049691,ENSRNOG00000060782,ENSCAFG00000015412
NKX6-2,ENSG00000148826,ENSMFAG00000045566,ENSMUSG00000041309,ENSRNOG00000017748,ENSCAFG00000029896
NLE1,ENSG00000073536,ENSMFAG00000037776,ENSMUSG00000020692,ENSRNOG00000008287,ENSCAFG00000018289
NLGN1,ENSG00000169760,ENSMFAG00000036767,ENSMUSG00000063887,ENSRNOG00000032576,ENSCAFG00000015518
NLGN2,ENSG00000169992,ENSMFAG00000042656,ENSMUSG00000051790,ENSRNOG00000015430,ENSCAFG00000016292
NLGN3,ENSG00000196338,ENSMFAG00000037473,ENSMUSG00000031302,ENSRNOG00000003812,ENSCAFG00000017010
NLK,ENSG00000087095,ENSMFAG00000041658,ENSMUSG00000017376,ENSRNOG00000008704,ENSCAFG00000018650
NLN,ENSG00000123213,ENSMFAG00000031704,ENSMUSG00000021710,ENSRNOG00000011561,ENSCAFG00000007515
NLRC3,ENSG00000167984,ENSMFAG00000044885,ENSMUSG00000049871,ENSRNOG00000024210,ENSCAFG00000019271
NLRC5,ENSG00000140853,ENSMFAG00000032845,ENSMUSG00000074151,ENSRNOG00000048222,ENSCAFG00000008933
NLRP10,ENSG00000182261,ENSMFAG00000041274,ENSMUSG00000049709,ENSRNOG00000015082,ENSCAFG00000006882
NLRP3,ENSG00000162711,ENSMFAG00000038424,ENSMUSG00000032691,ENSRNOG00000003170,ENSCAFG00000010686
NLRX1,ENSG00000160703,ENSMFAG00000001931,ENSMUSG00000032109,ENSRNOG00000052386,ENSCAFG00000012187
NMB,ENSG00000197696,ENSMFAG00000033231,ENSMUSG00000025723,ENSRNOG00000011011,ENSCAFG00000030848
NMBR,ENSG00000135577,ENSMFAG00000003897,ENSMUSG00000019865,ENSRNOG00000012103,ENSCAFG00000000294
NMD3,ENSG00000169251,ENSMFAG00000040934,ENSMUSG00000027787,ENSRNOG00000009310,ENSCAFG00000014352
NME3,ENSG00000103024,ENSMFAG00000045629,ENSMUSG00000073435,ENSRNOG00000015749,ENSCAFG00000019497
NME6,ENSG00000172113,ENSMFAG00000039246,ENSMUSG00000032478,ENSRNOG00000020721,ENSCAFG00000030883
NME7,ENSG00000143156,ENSMFAG00000037358,ENSMUSG00000026575,ENSRNOG00000002898,ENSCAFG00000015252
NME9,ENSG00000181322,ENSMFAG00000032445,ENSMUSG00000046242,ENSRNOG00000031523,ENSCAFG00000007538
NMI,ENSG00000123609,ENSMFAG00000045501,ENSMUSG00000026946,ENSRNOG00000027502,ENSCAFG00000005659
NMNAT1,ENSG00000173614,ENSMFAG00000001659,ENSMUSG00000028992,ENSRNOG00000015962,ENSCAFG00000032251
NMNAT2,ENSG00000157064,ENSMFAG00000043841,ENSMUSG00000042751,ENSRNOG00000027697,ENSCAFG00000013252
NMNAT3,ENSG00000163864,ENSMFAG00000044228,ENSMUSG00000032456,ENSRNOG00000013585,ENSCAFG00000007624
NMRK1,ENSG00000106733,ENSMFAG00000002149,ENSMUSG00000037847,ENSRNOG00000012665,ENSCAFG00000001702
NMT1,ENSG00000136448,ENSMFAG00000043205,ENSMUSG00000020936,ENSRNOG00000002989,ENSCAFG00000013869
NMT2,ENSG00000152465,ENSMFAG00000039555,ENSMUSG00000026643,ENSRNOG00000026248,ENSCAFG00000024890
NMU,ENSG00000109255,ENSMFAG00000040660,ENSMUSG00000029236,ENSRNOG00000002164,ENSCAFG00000032445
NNAT,ENSG00000053438,ENSMFAG00000033180,ENSMUSG00000067786,ENSRNOG00000024923,ENSCAFG00000008786
NNMT,ENSG00000166741,ENSMFAG00000036328,ENSMUSG00000032271,ENSRNOG00000005930,ENSCAFG00000030573
NNT,ENSG00000112992,ENSMFAG00000045905,ENSMUSG00000025453,ENSRNOG00000026842,ENSCAFG00000018546
NOA1,ENSG00000084092,ENSMFAG00000035534,ENSMUSG00000036285,ENSRNOG00000002055,ENSCAFG00000002256
NOB1,ENSG00000141101,ENSMFAG00000030131,ENSMUSG00000003848,ENSRNOG00000021890,ENSCAFG00000020251
NOC2L,ENSG00000188976,ENSMFAG00000032890,ENSMUSG00000095567,ENSRNOG00000021392,ENSCAFG00000019369
NOC3L,ENSG00000173145,ENSMFAG00000032429,ENSMUSG00000024999,ENSRNOG00000013965,ENSCAFG00000008033
NOC4L,ENSG00000184967,ENSMFAG00000046313,ENSMUSG00000033294,ENSRNOG00000037478,ENSCAFG00000006300
NOD1,ENSG00000106100,ENSMFAG00000034463,ENSMUSG00000038058,ENSRNOG00000010629,ENSCAFG00000003074
NOD2,ENSG00000167207,ENSMFAG00000037753,ENSMUSG00000055994,ENSRNOG00000014124,ENSCAFG00000009818
NOG,ENSG00000183691,ENSMFAG00000027493,ENSMUSG00000048616,ENSRNOG00000023683,ENSCAFG00000029101
NOL10,ENSG00000115761,ENSMFAG00000041289,ENSMUSG00000061458,ENSRNOG00000005344,ENSCAFG00000003435
NOL11,ENSG00000130935,ENSMFAG00000030117,ENSMUSG00000018433,ENSRNOG00000052934,ENSCAFG00000011500
NOL3,ENSG00000140939,ENSMFAG00000043853,ENSMUSG00000014776,ENSRNOG00000015588,ENSCAFG00000024327
NOL4,ENSG00000101746,ENSMFAG00000031845,ENSMUSG00000041923,ENSRNOG00000014775,ENSCAFG00000017974
NOL4L,ENSG00000197183,ENSMFAG00000038591,ENSMUSG00000061411,ENSRNOG00000010417,ENSCAFG00000007232
NOL6,ENSG00000165271,ENSMFAG00000040117,ENSMUSG00000028430,ENSRNOG00000010409,ENSCAFG00000001869
NOL7,ENSG00000225921,ENSMFAG00000017762,ENSMUSG00000063200,ENSRNOG00000017904,ENSCAFG00000009846
NOL9,ENSG00000162408,ENSMFAG00000001587,ENSMUSG00000028948,ENSRNOG00000010109,ENSCAFG00000019604
NOLC1,ENSG00000166197,ENSMFAG00000044654,ENSMUSG00000015176,ENSRNOG00000018704,ENSCAFG00000010062
NOM1,ENSG00000146909,ENSMFAG00000012538,ENSMUSG00000001569,ENSRNOG00000048969,ENSCAFG00000029845
NONO,ENSG00000147140,ENSMFAG00000041557,ENSMUSG00000031311,ENSRNOG00000003689,ENSCAFG00000017071
NOP10,ENSG00000182117,ENSMFAG00000035229,ENSMUSG00000027133,ENSRNOG00000005184,ENSCAFG00000031420
NOP14,ENSG00000087269,ENSMFAG00000004046,ENSMUSG00000036693,ENSRNOG00000012147,ENSCAFG00000014730
NOP16,ENSG00000048162,ENSMFAG00000042965,ENSMUSG00000025869,ENSRNOG00000017284,ENSCAFG00000016694
NOP2,ENSG00000111641,ENSMFAG00000004333,ENSMUSG00000038279,ENSRNOG00000018453,ENSCAFG00000015034
NOP58,ENSG00000055044,ENSMFAG00000036935,ENSMUSG00000026020,ENSRNOG00000016486,ENSCAFG00000012448
NOP9,ENSG00000196943,ENSMFAG00000043789,ENSMUSG00000019297,ENSRNOG00000020321,ENSCAFG00000012213
NOS1,ENSG00000089250,ENSMFAG00000000922,ENSMUSG00000029361,ENSRNOG00000001130,ENSCAFG00000009820
NOS1AP,ENSG00000198929,ENSMFAG00000003994,ENSMUSG00000038473,ENSRNOG00000042929,ENSCAFG00000013086
NOS2,ENSG00000007171,ENSMFAG00000032615,ENSMUSG00000020826,ENSRNOG00000057443,ENSCAFG00000018642
NOS3,ENSG00000164867,ENSMFAG00000001883,ENSMUSG00000028978,ENSRNOG00000009348,ENSCAFG00000004687
